Date,Dive,Site,Site_Depth_m,Transect,Taxa,Intercept,Rugosity,Cover
5/20/2023,2,Honaunau_2,2,K4,Coralline algae,78,,52
5/20/2023,2,Honaunau_2,2,K4,Porites lobata,82,,4
5/20/2023,2,Honaunau_2,2,K4,Carbonate,142,,60
5/20/2023,2,Honaunau_2,2,K4,Porites lobata,147,,5
5/20/2023,2,Honaunau_2,2,K4,Coralline algae,203,,56
5/20/2023,2,Honaunau_2,2,K4,Porites lobata,234,,31
5/20/2023,2,Honaunau_2,2,K4,Carbonate,248,248,14
5/20/2023,2,Honaunau_2,2,L6,Coralline algae,175,,175
5/20/2023,2,Honaunau_2,2,L6,Carbonate,190,,15
5/20/2023,2,Honaunau_2,2,L6,Pocillopora meandrina,192,,2
5/20/2023,2,Honaunau_2,2,L6,Coralline algae,210,,18
5/20/2023,2,Honaunau_2,2,L6,Porites lobata,218,218,8
5/20/2023,2,Honaunau_2,2,K5,Coralline algae,36,,36
5/20/2023,2,Honaunau_2,2,K5,Porites lobata,45,,9
5/20/2023,2,Honaunau_2,2,K5,Coralline algae,161,,116
5/20/2023,2,Honaunau_2,2,K5,Porites lobata,187,,26
5/20/2023,2,Honaunau_2,2,K5,Coralline algae,257,257,70
5/20/2023,2,Honaunau_2,2,K6,Carbonate,45,,45
5/20/2023,2,Honaunau_2,2,K6,Coralline algae,53,,8
5/20/2023,2,Honaunau_2,2,K6,Porites lobata,75,,22
5/20/2023,2,Honaunau_2,2,K6,Carbonate,110,,35
5/20/2023,2,Honaunau_2,2,K6,Porites lobata,114,,4
5/20/2023,2,Honaunau_2,2,K6,Carbonate,145,,31
5/20/2023,2,Honaunau_2,2,K6,Pavona varians,151,,6
5/20/2023,2,Honaunau_2,2,K6,Carbonate,220,,69
5/20/2023,2,Honaunau_2,2,K6,Porites lobata,227,227,7
5/20/2023,2,Honaunau_2,2,L7,Carbonate,10,,10
5/20/2023,2,Honaunau_2,2,L7,Porites lobata,19,,9
5/20/2023,2,Honaunau_2,2,L7,Carbonate,112,,93
5/20/2023,2,Honaunau_2,2,L7,Porites lobata,124,,12
5/20/2023,2,Honaunau_2,2,L7,Carbonate,155,,31
5/20/2023,2,Honaunau_2,2,L7,Porites lobata,172,,17
5/20/2023,2,Honaunau_2,2,L7,Porites lobata,187,,15
5/20/2023,2,Honaunau_2,2,L7,Carbonate,235,235,48
5/20/2023,2,Honaunau_2,2,L8,Carbonate,65,,65
5/20/2023,2,Honaunau_2,2,L8,Porites lobata,68,,3
5/20/2023,2,Honaunau_2,2,L8,Carbonate,158,,90
5/20/2023,2,Honaunau_2,2,L8,Porites lobata,169,,11
5/20/2023,2,Honaunau_2,2,L8,Carbonate,247,247,78
5/20/2023,2,Honaunau_2,2,K7,Coralline algae,39,,39
5/20/2023,2,Honaunau_2,2,K7,Porites lobata,54,,15
5/20/2023,2,Honaunau_2,2,K7,Coralline algae,81,,27
5/20/2023,2,Honaunau_2,2,K7,Carbonate,103,,22
5/20/2023,2,Honaunau_2,2,K7,Porites lobata,116,,13
5/20/2023,2,Honaunau_2,2,K7,Coralline algae,135,,19
5/20/2023,2,Honaunau_2,2,K7,Porites lobata,147,,12
5/20/2023,2,Honaunau_2,2,K7,Carbonate,206,,59
5/20/2023,2,Honaunau_2,2,K7,Porites lobata,225,,19
5/20/2023,2,Honaunau_2,2,K7,Carbonate,239,239,14
